Customer_number,age,job,marital,education,Annual Income,Gender
14047,36,technician,married,secondary,3113251,M
14048,29,blue-collar,single,primary,2730251,M
14049,60,technician,divorced,primary,3111123,M
14050,55,management,married,tertiary,3713160,M
14051,27,management,single,tertiary,4239913,M
14052,33,technician,married,tertiary,3110905,F
14053,33,management,single,tertiary,676076,M
14054,55,retired,married,primary,4064812,M
14055,28,blue-collar,single,secondary,4402386,M
14056,28,self-employed,single,tertiary,3922246,F
14057,26,admin.,single,secondary,3109358,M
14058,31,management,single,tertiary,1610461,F
14059,39,admin.,single,secondary,4491334,M
14060,26,management,single,tertiary,2594921,M
14061,27,services,married,primary,3108674,M
14062,42,blue-collar,single,primary,2646494,F
14063,42,management,divorced,secondary,3108265,M
14064,34,technician,divorced,secondary,3107147,M
14065,32,technician,married,secondary,807414,M
14066,35,self-employed,married,tertiary,4383246,M
14067,33,entrepreneur,married,secondary,3106876,M
14068,52,entrepreneur,married,tertiary,3106870,M
14069,30,blue-collar,divorced,secondary,1716230,F
14070,25,management,single,tertiary,532592,M
14071,34,self-employed,married,tertiary,2410849,M
14072,45,blue-collar,married,secondary,3105838,M
14073,27,admin.,single,secondary,3101847,M
14074,36,admin.,married,secondary,2319853,F
14075,51,admin.,married,secondary,970233,M
14076,26,technician,single,tertiary,4563721,M
14077,32,management,married,tertiary,2063875,M
14078,58,retired,divorced,tertiary,4751108,F
14079,57,retired,married,tertiary,3471960,F
14080,56,retired,married,tertiary,250084,M
14081,58,blue-collar,married,secondary,3569231,M
14082,25,blue-collar,single,secondary,3101509,F
14083,34,housemaid,married,secondary,3101300,M
14084,27,technician,single,secondary,2665550,F
14085,29,services,single,secondary,3355348,M
14086,36,management,married,tertiary,3606166,F
14087,46,management,single,tertiary,2960139,F
14088,32,blue-collar,married,primary,977880,F
14089,55,blue-collar,married,primary,4714425,M
14090,28,unemployed,married,secondary,811661,M
14091,26,admin.,single,secondary,3100753,M
14092,39,services,single,secondary,3494691,M
14093,55,management,married,secondary,2009620,M
14094,33,entrepreneur,married,secondary,3100129,M
14095,29,housemaid,married,primary,348161,M
14096,45,technician,divorced,secondary,4641765,M
14097,25,services,single,secondary,3205539,M
14098,55,entrepreneur,married,tertiary,3374141,M
14099,32,blue-collar,single,secondary,3098494,M
14100,25,admin.,single,secondary,885227,F
14101,28,admin.,single,secondary,2594390,F
14102,34,blue-collar,married,primary,3095044,F
14103,26,management,single,tertiary,318947,F
14104,56,blue-collar,married,primary,4837914,M
14105,26,self-employed,single,secondary,4728991,F
14106,33,admin.,single,tertiary,1293119,M
14107,55,retired,married,tertiary,3342168,F
14108,25,technician,single,secondary,1249127,M
14109,38,admin.,married,secondary,3094482,M
14110,27,services,single,secondary,4615338,F
14111,58,retired,married,unknown,3093911,F
14112,25,blue-collar,married,secondary,4473015,M
14113,42,blue-collar,married,primary,961901,F
14114,40,services,married,primary,3093411,M
14115,30,technician,married,secondary,4039590,F
14116,26,services,single,secondary,3092474,M
14117,58,technician,married,unknown,3090316,M
14118,59,retired,divorced,primary,1423385,F
14119,48,management,single,secondary,1232266,F
14120,59,services,divorced,secondary,2937529,M
14121,34,admin.,single,tertiary,3089714,M
14122,53,technician,divorced,primary,3086439,M
14123,42,unemployed,married,secondary,3085953,M
14124,25,technician,single,secondary,807824,F
14125,25,management,single,secondary,2104927,F
14126,28,admin.,single,unknown,3213063,M
14127,41,admin.,single,secondary,3054295,M
14128,45,services,single,secondary,3085572,M
14129,29,blue-collar,married,primary,3034204,F
14130,25,management,single,unknown,3168725,F
14131,51,technician,married,secondary,2040533,F
14132,26,management,single,tertiary,2127749,M
14133,27,entrepreneur,single,unknown,1376677,M
14134,39,services,married,secondary,1129475,F
14135,30,student,single,unknown,3085543,M
14136,25,self-employed,single,tertiary,3085127,F
14137,29,management,married,tertiary,3558019,F
14138,39,technician,married,secondary,4943821,F
14139,27,management,single,tertiary,229818,F
14140,28,housemaid,married,secondary,1749042,F
14141,38,admin.,married,secondary,1803235,F
14142,60,retired,married,primary,1665543,M
14143,26,services,single,secondary,581275,F
14144,42,unemployed,divorced,secondary,1150487,M
14145,51,management,married,tertiary,970418,M
14146,30,blue-collar,married,secondary,1504120,M
14147,25,technician,single,secondary,4898877,M
14148,42,admin.,married,secondary,3083261,M
14149,28,blue-collar,married,secondary,912721,F
14150,33,admin.,single,secondary,3569252,F
14151,54,management,married,tertiary,1674735,M
14152,42,management,married,tertiary,2054703,F
14153,44,technician,divorced,secondary,1988770,F
14154,31,blue-collar,married,primary,2726035,F
14155,56,entrepreneur,married,tertiary,2760927,M
14156,28,services,married,secondary,3354144,M
14157,32,entrepreneur,divorced,secondary,1567245,M
14158,55,blue-collar,married,secondary,907133,M
14159,31,self-employed,married,secondary,4331506,M
14160,35,admin.,divorced,secondary,2822548,F
14161,26,technician,single,secondary,2476969,M
14162,40,blue-collar,married,primary,3942708,F
14163,33,blue-collar,married,tertiary,4678428,M
14164,25,blue-collar,married,secondary,4657096,M
14165,28,blue-collar,single,secondary,228587,M
14166,41,admin.,married,secondary,2652968,M
14167,37,blue-collar,married,primary,2631470,F
14168,59,blue-collar,married,primary,1039372,F
14169,57,admin.,married,secondary,440872,M
14170,34,self-employed,divorced,unknown,3326743,F
14171,54,management,married,tertiary,3082731,F
14172,50,technician,married,primary,3081726,M
14173,52,technician,married,secondary,2837856,F
14174,59,blue-collar,divorced,primary,2019789,M
14175,33,entrepreneur,divorced,tertiary,2419603,M
14176,53,services,divorced,primary,3968433,F
14177,26,management,single,tertiary,1024945,F
14178,45,management,divorced,tertiary,2244538,F
14179,56,admin.,single,secondary,3080863,M
14180,41,blue-collar,married,primary,3080585,M
14181,35,self-employed,married,tertiary,4358461,M
14182,55,retired,married,secondary,3188178,F
14183,28,management,married,tertiary,762926,F
14184,60,retired,married,secondary,3904776,F
14185,35,entrepreneur,single,tertiary,3144866,F
14186,51,retired,married,secondary,2888408,F
14187,36,services,married,secondary,707984,F
14188,34,admin.,single,secondary,3276654,F
14189,33,services,single,secondary,1868268,F
14190,30,services,married,secondary,3812476,M
14191,35,blue-collar,married,primary,3168898,F
14192,56,retired,married,secondary,1023799,M
14193,56,housemaid,married,primary,3817621,F
14194,49,admin.,married,secondary,3724186,M
14195,41,technician,single,secondary,3078126,M
14196,57,technician,married,primary,3625157,M
14197,33,housemaid,married,primary,2027237,F
14198,29,blue-collar,married,secondary,3076983,F
14199,36,unemployed,married,secondary,1430050,M
14200,29,technician,single,secondary,1968332,F
14201,45,services,married,secondary,2268119,M
14202,26,blue-collar,single,secondary,560472,F
14203,51,services,married,secondary,979847,M
14204,46,blue-collar,divorced,primary,4621191,M
14205,29,technician,single,secondary,1271459,M
14206,52,blue-collar,single,secondary,470016,M
14207,45,admin.,married,secondary,4863555,F
14208,30,admin.,single,secondary,3558004,F
14209,33,services,married,secondary,3627220,M
14210,29,self-employed,single,tertiary,2776743,F
14211,36,unemployed,divorced,secondary,1446020,F
14212,60,retired,divorced,secondary,3001747,M
14213,35,services,single,primary,1161904,M
14214,33,management,single,tertiary,4681726,F
14215,36,services,married,primary,3525592,M
14216,28,blue-collar,married,secondary,4004342,M
14217,39,housemaid,divorced,secondary,353575,M
14218,36,technician,single,secondary,2456176,F
14219,43,services,married,secondary,3075348,F
14220,47,technician,married,secondary,1453090,M
14221,25,services,single,secondary,2798842,M
14222,34,admin.,married,secondary,2450704,M
14223,60,management,married,secondary,4731761,M
14224,25,blue-collar,single,secondary,2173161,F
14225,52,management,married,unknown,1000538,F
14226,30,admin.,divorced,secondary,1188121,F
14227,38,housemaid,married,secondary,3350049,F
14228,54,blue-collar,married,primary,2991357,F
14229,31,blue-collar,married,secondary,1151616,M
14230,29,services,single,secondary,3073145,F
14231,37,blue-collar,divorced,secondary,626603,M
14232,28,management,single,tertiary,1515738,M
14233,51,services,single,unknown,1002148,F
14234,55,technician,married,secondary,1739421,M
14235,52,blue-collar,married,secondary,391662,F
14236,55,unemployed,married,secondary,3070269,F
14237,25,admin.,married,secondary,4589337,F
14238,34,technician,single,secondary,3068217,F
14239,59,management,married,tertiary,1605524,M
14240,28,admin.,single,secondary,3066765,M
14241,58,blue-collar,married,secondary,2903590,M
14242,45,technician,divorced,secondary,265996,F
14243,60,management,married,secondary,2145351,F
14244,29,services,single,secondary,2719493,F
14245,55,unemployed,married,primary,709993,F
14246,54,blue-collar,married,secondary,1303432,M
14247,34,admin.,married,tertiary,4886231,M
14248,27,self-employed,single,tertiary,4687138,F
14249,50,blue-collar,married,secondary,2085188,M
14250,38,blue-collar,single,secondary,3350149,F
14251,52,technician,married,secondary,3113736,F
14252,59,retired,divorced,tertiary,2949407,M
14253,49,blue-collar,married,secondary,2857551,F
14254,44,management,married,tertiary,337662,M
14255,35,admin.,single,secondary,2924978,F
14256,28,management,single,unknown,3899302,M
14257,43,blue-collar,divorced,primary,2843618,F
14258,31,admin.,single,secondary,2155347,M
14259,42,entrepreneur,married,tertiary,3278277,M
14260,28,management,single,tertiary,4447499,M
14261,38,technician,married,secondary,2010092,M
14262,52,technician,married,secondary,1236847,M
14263,57,blue-collar,married,secondary,233458,M
14264,30,blue-collar,married,primary,4949795,M
14265,27,services,single,secondary,2407864,M
14266,28,admin.,single,secondary,4092924,M
14267,31,management,married,secondary,3065765,M
14268,32,blue-collar,divorced,secondary,3065591,F
14269,40,management,married,tertiary,4718023,F
14270,45,technician,married,secondary,2216070,F
14271,38,admin.,single,secondary,4546611,M
14272,52,admin.,married,secondary,3766724,F
14273,56,blue-collar,single,secondary,4727304,F
14274,31,blue-collar,single,primary,1889100,F
14275,42,blue-collar,married,secondary,3064586,M
14276,32,housemaid,married,primary,2559513,M
14277,35,services,married,secondary,1234265,F
14278,37,blue-collar,married,primary,4852149,M
14279,45,blue-collar,single,tertiary,3062573,F
14280,58,management,married,tertiary,1221793,M
14281,30,self-employed,married,secondary,1177912,M
14282,48,admin.,married,secondary,3060880,F
14283,28,technician,single,secondary,423821,F
14284,54,blue-collar,married,primary,3059565,M
14285,36,blue-collar,single,secondary,2671033,F
14286,41,blue-collar,single,secondary,3059419,F
14287,25,technician,divorced,secondary,2159873,M
14288,33,services,single,secondary,2745266,F
14289,49,blue-collar,single,primary,4585533,F
14290,39,admin.,married,secondary,4823416,F
14291,30,technician,single,secondary,3463277,M
14292,59,retired,married,primary,219055,M
14293,54,technician,married,tertiary,3127516,F
14294,57,management,married,tertiary,3470856,M
14295,60,management,married,tertiary,851546,M
14296,32,admin.,married,secondary,3058265,M
14297,29,management,single,tertiary,3425584,M
14298,27,blue-collar,married,secondary,3056605,M
14299,26,admin.,single,secondary,394274,F
14300,41,blue-collar,married,primary,4698495,M
14301,26,technician,single,secondary,1826878,M
14302,40,admin.,married,secondary,3320907,M
14303,26,technician,married,secondary,332925,F
14304,47,technician,married,secondary,3055743,F
14305,36,management,married,tertiary,3872573,F
14306,57,blue-collar,married,primary,3884809,F
14307,51,technician,married,secondary,4963977,M
14308,60,management,married,secondary,4654723,M
14309,41,blue-collar,divorced,unknown,3037496,M
14310,26,blue-collar,single,secondary,3049507,M
14311,34,blue-collar,married,secondary,2862748,F
14312,29,admin.,single,secondary,3049424,F
14313,54,housemaid,married,primary,4081753,M
14314,27,management,married,tertiary,2740234,M
14315,35,retired,married,primary,4046982,M
14316,59,management,married,tertiary,3183644,M
14317,30,technician,single,secondary,1901203,M
14318,25,blue-collar,single,secondary,3183239,F
14319,47,blue-collar,married,primary,3048774,M
14320,27,services,married,secondary,3028599,M
14321,45,admin.,divorced,unknown,1302799,M
14322,28,blue-collar,married,primary,1355001,F
14323,45,admin.,married,secondary,385514,M
14324,36,management,single,tertiary,3047960,M
14325,37,blue-collar,married,secondary,237712,M
14326,32,management,single,tertiary,704391,F
14327,44,blue-collar,married,primary,1447418,M
14328,27,admin.,single,secondary,3046952,M
14329,25,blue-collar,single,secondary,1967548,M
14330,30,services,single,secondary,3710820,M
14331,26,housemaid,married,primary,3081135,F
14332,39,self-employed,married,primary,2193674,M
14333,27,services,single,secondary,3046069,F
